"pathway","pval","padj","ES","NES","size"
"GOBP_GRANULOCYTE_ACTIVATION",0.00160449257922182,0.373059177532598,0.572238951150938,1.55804941190395,49
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR",0.00704728832601369,0.496118447378952,0.60667805227643,1.55445796891806,26
"GOMF_CHEMOKINE_ACTIVITY",0.00393780290791599,0.437328551365683,0.583701564454627,1.55107144176204,37
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.00692393849913451,0.496118447378952,0.59983641204179,1.54991798365988,28
"GOMF_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY",0.00311808489237578,0.42953351661861,0.576633640242464,1.54846952329997,41
"GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",0.00909936924826802,0.496118447378952,0.617866462560175,1.54830582378529,22
"GOBP_REGULATION_OF_MAST_CELL_ACTIVATION",0.01208237024585,0.534990093957314,0.636245222430807,1.5468371784978,18
"GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.00930617309481956,0.496118447378952,0.616801307290548,1.54563666109864,22
"GOBP_SKELETAL_MUSCLE_CONTRACTION",0.00210631895687061,0.373059177532598,0.567870631803809,1.54313226839155,48
"GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS",0.00060066072679948,0.366368993091057,0.5546708352355,1.54226970966508,68
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.00210589651022864,0.373059177532598,0.564566262910762,1.53715879029162,49
"GOBP_LYMPH_VESSEL_DEVELOPMENT",0.00598680872653475,0.496118447378952,0.586176880724361,1.53347435443493,32
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION",0.0158277936055714,0.601941672152988,0.635306866091599,1.53090231404355,17
"GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",0.00741869918699187,0.496118447378952,0.588207737842728,1.5305411995226,30
"GOMF_DEATH_RECEPTOR_ACTIVITY",0.0159333122296085,0.60225977141063,0.635062433193127,1.53031330279581,17
"GOBP_LYMPH_VESSEL_MORPHOGENESIS",0.0113040797451444,0.532674543501611,0.6027431984361,1.52881682699582,24
"GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.00452306764498945,0.444063056380929,0.567537663324877,1.52722085591757,42
"GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS",0.0173050543420914,0.624570063703874,0.631494440226033,1.52171549127927,17
"GOBP_RESPONSE_TO_PROTOZOAN",0.00915844102981581,0.496118447378952,0.584277365791796,1.5151705818134,29
"GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION",0.0201772178926017,0.66179139532401,0.641081280507663,1.51340779044961,15
"GOBP_WATER_TRANSPORT",0.0141660634887809,0.569761029411765,0.603162099062638,1.51145829601375,22
"GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS",0.0142694654120567,0.569761029411765,0.602522765371022,1.50985619566027,22
"GOMF_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVITY",0.0224191309917797,0.692927411748564,0.637862355438882,1.50580883782989,15
"GOBP_TYPE_2_IMMUNE_RESPONSE",0.00664384940608013,0.496118447378952,0.561494996678274,1.50441617051537,40
"HALLMARK_INTERFERON_GAMMA_RESPONSE",9.99900009999e-05,0.206633333333333,0.515166478060076,1.50377275520613,198
"GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION",0.0174303308631667,0.624570063703874,0.608499103312082,1.50304346586457,20
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",0.00441456807464633,0.441385604753752,0.552883597029409,1.50051670779138,47
"GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",0.0127577056542151,0.550967125509671,0.58302511434925,1.49990961537317,27
"GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION",0.0105583756345178,0.519089864484525,0.57398523192827,1.49791386210983,31
"GOBP_FLUID_TRANSPORT",0.0117886178861789,0.534990093957314,0.575426742019437,1.4972845124375,30
"GOBP_DETECTION_OF_BIOTIC_STIMULUS",0.00983074896118374,0.503643081077504,0.569968764587852,1.49630946523924,33
"GOBP_T_HELPER_2_CELL_DIFFERENTIATION",0.024479932758983,0.692927411748564,0.612193554267807,1.48836284626269,18
"GOBP_RESPIRATORY_BURST",0.00897267869744934,0.496118447378952,0.558483845684263,1.48821499835881,38
"GOBP_DETECTION_OF_OTHER_ORGANISM",0.0261556528237429,0.706797309176239,0.629688075795885,1.48651172392379,15
"REACTOME_TRP_CHANNELS",0.0145606353731799,0.569761029411765,0.574773568122335,1.48515807290321,28
"GOMF_STRUCTURAL_CONSTITUENT_OF_MUSCLE",0.0092891760904685,0.496118447378952,0.558351684931201,1.48370915155191,37
"GOMF_LIGAND_GATED_SODIUM_CHANNEL_ACTIVITY",0.0255355070169885,0.703531591103608,0.615378765674695,1.48288146511048,17
"GOMF_STRUCTURAL_CONSTITUENT_OF_EYE_LENS",0.0263381478334749,0.706797309176239,0.621978635376564,1.4827022406809,16
"GOBP_UTERUS_DEVELOPMENT",0.0191875893039396,0.64643405486479,0.57178706596741,1.47099824189869,27
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.0146118721461187,0.569761029411765,0.561573996008453,1.46911171237654,32
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0.0115939106764795,0.534990093957314,0.549515914810793,1.46431778211294,38
"GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0.00340442575347952,0.431632193323776,0.526646911925769,1.46151902199414,66
"REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION",0.031488649440318,0.771534141820282,0.595462433089696,1.46149870235084,19
"GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT",0.0237385674648032,0.692927411748564,0.575975898403512,1.4609234043753,24
"GOMF_IMMUNE_RECEPTOR_ACTIVITY",0.0001999800019998,0.206633333333333,0.506911636787557,1.46078965652955,138
"GOMF_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY",0.0243702641818554,0.692927411748564,0.572231886139144,1.45997565510937,25
"GOBP_POSITIVE_REGULATION_OF_CELL_KILLING",0.00320416541503955,0.431632193323776,0.526337860121137,1.4588805109406,65
"GOBP_REGULATION_OF_MEMBRANE_INVAGINATION",0.0366179139532401,0.810694459271912,0.615772732020885,1.45366161533976,15
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS",0.00842781177887027,0.496118447378952,0.534944270061294,1.45182967857435,47
"GOBP_NEUTROPHIL_CHEMOTAXIS",0.00230184147317854,0.375503034006152,0.518377005696639,1.45122688849363,76
"GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA",0.0225028001221871,0.692927411748564,0.56039286998039,1.4479997707056,28
"GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.0374893797790994,0.818298117079709,0.607071662293495,1.44716628954866,16
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0.0303654143077715,0.765183753227136,0.572892412393726,1.44689984625553,23
"GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0.0255154113084303,0.703531591103608,0.562302437725956,1.44659777483909,27
"GOBP_SYNAPSE_PRUNING",0.0382433284303425,0.818976906410189,0.593353782044324,1.4425596573627,18
"REACTOME_KERATINIZATION",0.00671208174714486,0.496118447378952,0.523798029545414,1.4415216128215,58
"GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",0.0400970771341142,0.828539270514579,0.59637179706133,1.43708027235435,17
"GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.0408699306577012,0.832275328978642,0.59094576924931,1.43670530500561,18
"GOMF_IMMUNOGLOBULIN_BINDING",0.0334534225424601,0.791518192140115,0.568616072315366,1.43609950108066,23
"GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION",0.0427031066510089,0.847399386423714,0.608202312422244,1.43579004063322,15
"GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.0252032520325203,0.703531591103608,0.551695104519708,1.4355337965107,30
"GOBP_REGULATION_OF_PLATELET_ACTIVATION",0.0093242430318829,0.496118447378952,0.526755336576895,1.43550900797641,50
"GOBP_T_CELL_MEDIATED_CYTOTOXICITY",0.00791979949874687,0.496118447378952,0.525230893028585,1.43540842483689,53
"GOBP_PIRNA_PROCESSING",0.0385214411795245,0.818976906410189,0.576571115308306,1.43330838676579,21
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",0.00430344275420336,0.437328551365683,0.514470901974796,1.43245149790367,69
"GOBP_HYPERSENSITIVITY",0.0412177005962967,0.832275328978642,0.583471488981758,1.43206821558985,19
"GOBP_SPERM_FLAGELLUM_ASSEMBLY",0.00872093023255814,0.496118447378952,0.524109824503783,1.43163844176017,52
"GOBP_NEUTROPHIL_MIGRATION",0.0016001600160016,0.373059177532598,0.505470245391953,1.43114840787361,94
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",0.00791186780170255,0.496118447378952,0.521184220995129,1.43085170711301,56
"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE",0.035923829130211,0.801049700640928,0.56570993988895,1.42875975897549,23
"GOMF_COMPLEMENT_BINDING",0.0427869023956481,0.847399386423714,0.581945840908688,1.42832367595959,19
"GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDES",0.0472936906159923,0.878543083900227,0.604560452206185,1.4271926602537,15
"GOBP_INTERLEUKIN_1_BETA_PRODUCTION",0.0016001600160016,0.373059177532598,0.50309432126149,1.42606657662161,96
"GOMF_C_C_CHEMOKINE_BINDING",0.0370560988162635,0.81457715092914,0.564192496533698,1.42492729670174,23
"GOBP_CHEMOKINE_PRODUCTION",0.0021002100210021,0.373059177532598,0.503325427041466,1.42461709309266,93
"GOBP_DENDRITE_SELF_AVOIDANCE",0.0466227697536109,0.875801665765557,0.597533001432598,1.42442757630816,16
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0.00600781015319916,0.496118447378952,0.51387438482846,1.424334789303,65
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING",0.0296747967479675,0.751620936432184,0.545472763542466,1.41934300436289,30
"GOBP_REGULATION_OF_RESPIRATORY_BURST",0.0488548014288716,0.885571428571429,0.582722281545828,1.41671239021709,18
"GOBP_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS",0.0345178698706853,0.797343494423792,0.54825511963706,1.41663702386223,28
"GOBP_REGULATION_OF_PHAGOCYTOSIS",0.0018001800180018,0.373059177532598,0.499722310240214,1.41650830492142,96
"GOBP_CELL_RECOGNITION",0.0004999500049995,0.344354453443545,0.490726290607286,1.41506251421501,140
"GOMF_CHEMOKINE_BINDING",0.0280060882800609,0.72908698029471,0.540768128078285,1.41468229705527,32
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",0.0004999500049995,0.344354453443545,0.48916846287894,1.41128988317658,142
"GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION",0.0397296743805038,0.823693148778405,0.552664124862084,1.4100510427599,25
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",0.0173694779116466,0.624570063703874,0.521980376637363,1.40969487238976,44
"GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS",0.0285801155366373,0.72908698029471,0.536822263359979,1.40929167302269,33
"GOBP_MAST_CELL_ACTIVATION",0.00810810810810811,0.496118447378952,0.50854797533268,1.4085491797462,64
"GOBP_REGULATION_OF_FIBRINOLYSIS",0.0536321155480034,0.920740942448909,0.59058510623839,1.40786485343227,16
"GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE",0.054375531011045,0.921364410960517,0.589870467771692,1.40616126428051,16
"KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.0506210207702745,0.891476442485601,0.569275881477836,1.40615884110961,20
"GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION",0.0552917589954627,0.927855111510253,0.58322583167102,1.40540237005153,17
"GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION",0.0543989957108484,0.921364410960517,0.571805894386281,1.4034362643264,19
"GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY",0.0559685641461342,0.927855111510253,0.588119365087448,1.40198690245212,16
"GOMF_BIOACTIVE_LIPID_RECEPTOR_ACTIVITY",0.056499575191164,0.927855111510253,0.587832250364929,1.40130246472678,16
"GOBP_GRANULOCYTE_MIGRATION",0.0008999100089991,0.366368993091057,0.487111192476926,1.40002882262359,130
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",0.00970970970970971,0.501587420754087,0.505016197016175,1.39876704769169,64
"GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY",0.058517417162277,0.927855111510253,0.586469106311356,1.39805293712623,16
"GOBP_INTERLEUKIN_1_PRODUCTION",0.0014998500149985,0.373059177532598,0.489376480147501,1.39781007944938,113
"REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS",0.00650585526974277,0.496118447378952,0.500523281701028,1.39735221595986,72
"GOBP_REGULATION_OF_PLATELET_AGGREGATION",0.0387707336928869,0.818976906410189,0.537812634411485,1.39467644974326,29
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",0.0587308258037403,0.927855111510253,0.573595548659959,1.39452350887328,18
"GOBP_SODIUM_ION_HOMEOSTASIS",0.0243411788372561,0.692927411748564,0.51887688431999,1.39337178000317,41
"GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS",0.0519814719505919,0.910263120400336,0.551592981401975,1.39310590037567,23
"GOBP_NEGATIVE_REGULATION_OF_COAGULATION",0.0184553660982949,0.641443332495676,0.512438730493689,1.39250155988276,48
"GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION",0.00830747672905615,0.496118447378952,0.499135251633978,1.39225922797779,71
"GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0.00410123036911073,0.437328551365683,0.493042559139615,1.39188423866426,89
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING",0.043172075933864,0.850221165718359,0.540789856067204,1.3912537985895,27
"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0.0004999500049995,0.344354453443545,0.478364250044065,1.39113679465346,178
"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH",0.0243142771023812,0.692927411748564,0.515615748518359,1.38997243968118,43
"GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",0.0657627842425536,0.972392156862745,0.588098888170388,1.38833166085744,15
"GOBP_INTERLEUKIN_8_PRODUCTION",0.00650130026005201,0.496118447378952,0.493856629066367,1.38797464193668,82
"GOBP_INTERLEUKIN_17_PRODUCTION",0.0336227786752827,0.792500399270257,0.521961171302332,1.38700856022571,37
"GOBP_SPERM_AXONEME_ASSEMBLY",0.0391878172588832,0.818976906410189,0.531284818035194,1.38647973744883,31
"GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION",0.0268368680269374,0.714055336696846,0.514897865876873,1.38556929389982,42
"GOBP_GRANULOCYTE_CHEMOTAXIS",0.0022997700229977,0.375503034006152,0.485687557275372,1.3854455998764,110
"GOBP_TYPE_II_INTERFERON_PRODUCTION",0.0025997400259974,0.393068010272143,0.48436363998422,1.38219832989742,111
"GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0.0104093684315884,0.519089864484525,0.495447736749356,1.38197348556707,71
"GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION",0.0352382875605816,0.79925219185147,0.520050984975571,1.38193261792864,37
"GOBP_LEUKOTRIENE_METABOLIC_PROCESS",0.0540651238992423,0.920740942448909,0.540959091185702,1.38018716305712,25
"GOBP_PYROPTOTIC_INFLAMMATORY_RESPONSE",0.0343784655711261,0.797343494423792,0.517124712324799,1.37800360538779,38
"GOMF_CHEMOKINE_RECEPTOR_BINDING",0.019452521808884,0.651817203747415,0.505060908613634,1.37756117926229,51
"REACTOME_PHASE_2_PLATEAU_PHASE",0.0739831322728729,1,0.582939230227169,1.37615119830964,15
"GOMF_CYTOKINE_RECEPTOR_ACTIVITY",0.00690207062118636,0.496118447378952,0.487729423981397,1.37599786993164,88
"GOBP_RESPONSE_TO_CHEMOKINE",0.00870174034806961,0.496118447378952,0.489818362694048,1.37577560680562,81
"GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",0.0032996700329967,0.431632193323776,0.482372251665565,1.37457594836037,107
"GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION",0.0646869483958052,0.970973273317835,0.552932822292336,1.37454553387729,21
"GOBP_MYELOID_LEUKOCYTE_ACTIVATION",0.0001999800019998,0.206633333333333,0.467863713489483,1.37352347825369,235
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.0189359783588819,0.641443332495676,0.501549029252253,1.37352084316933,54
"GOBP_PHAGOCYTOSIS_RECOGNITION",0.0576489862789269,0.927855111510253,0.538281711385815,1.37335617474277,25
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0.003999600039996,0.437328551365683,0.482172851157093,1.37312474942852,105
"GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0.0007999200079992,0.366368993091057,0.47310444876897,1.37281132718519,167
"GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",0.0644193982008065,0.970973273317835,0.546999181225921,1.37072016239334,22
"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0.0305435547071235,0.766556662467443,0.508187348478256,1.36994731175143,43
"GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION",0.0364698770904695,0.810310996716202,0.512040387859249,1.36815961956726,39
"GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",0.0740663249293859,1,0.557376783123875,1.36802155768124,19
"REACTOME_LAMININ_INTERACTIONS",0.0492886178861789,0.885571428571429,0.525558492694304,1.36752523653931,30
"GOMF_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.0742755518359661,1,0.557073815953434,1.36727795724258,19
"GOMF_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY",0.0790007473043664,1,0.57891802513732,1.3666582942193,15
"GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR",0.0757623720586684,1,0.566824081687672,1.36587898640176,17
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN",0.064433254547323,0.970973273317835,0.538432940469592,1.36569826376236,24
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",0.0592380757838832,0.932022415696172,0.532773703540466,1.36509690105142,26
"GOBP_NATURAL_KILLER_CELL_ACTIVATION",0.0108021604320864,0.519089864484525,0.485847338806957,1.36462200740226,81
"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.010502100420084,0.519089864484525,0.485493916065162,1.36447139645953,82
"GOBP_CHRONIC_INFLAMMATORY_RESPONSE",0.0765770478083481,1,0.555431520326043,1.36324711869605,19
"GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS",0.0658719556057959,0.972392156862745,0.537344989948186,1.36293875180373,24
"GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.0016998300169983,0.373059177532598,0.472806012005096,1.36250597097949,138
"GOBP_RESPONSE_TO_INTERFERON_ALPHA",0.0732011213788807,1,0.547671676977803,1.36146675919868,21
"GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY",0.058751654617656,0.927855111510253,0.526703752231266,1.36095042124169,28
"GOBP_REGULATION_OF_CELL_KILLING",0.0051,0.458186956521739,0.478426150467785,1.36036439413903,102
"GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",0.0252606255012029,0.703531591103608,0.497321115479499,1.35846342413748,52
"GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",0.0604204939783629,0.945824853969373,0.527883523732313,1.35805054286027,27
"GOBP_REGULATION_OF_APPETITE",0.0811800397531122,1,0.552317195273787,1.35560334174281,19
"GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY",0.0499141153885016,0.885571428571429,0.510473171537805,1.35301176046433,36
"GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",0.048970113085622,0.885571428571429,0.509045151219791,1.35268679185771,37
"GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY_CYCLIC_ADP_RIBOSE_GENERATING",0.0845369583687341,1,0.567206915306069,1.35213481045831,16
"GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY",0.0791024713059663,1,0.539488921241622,1.35190027172692,22
"GOBP_AMINE_CATABOLIC_PROCESS",0.0828538550057537,1,0.550722205799347,1.35168861107699,19
"REACTOME_DAP12_INTERACTIONS",0.0459723762476056,0.86884987914301,0.507070487192894,1.35121169591037,38
"GOMF_LYSOPHOSPHOLIPASE_ACTIVITY",0.0773031394750386,1,0.534659868767858,1.35033954924778,23
"GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",0.0108010801080108,0.519089864484525,0.476792591194939,1.3481471311676,91
"GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION",0.0254432535310027,0.703531591103608,0.488983174974191,1.34645898850328,59
"GOMF_LIGAND_GATED_MONOATOMIC_CATION_CHANNEL_ACTIVITY",0.003999600039996,0.437328551365683,0.469080269034716,1.34588492942021,126
"GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.017615854268842,0.627590118462939,0.482487871548815,1.34582398127993,71
"GOMF_SODIUM_CHANNEL_ACTIVITY",0.0144043212963889,0.569761029411765,0.47834023887331,1.34551567306774,84
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",0.0850997828559611,1,0.536819683695451,1.34521145417777,22
"GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION",0.0156109276493545,0.601069195641918,0.479800367720118,1.34444172796048,77
"GOBP_REGULATION_OF_CILIUM_MOVEMENT",0.0575189873417722,0.927855111510253,0.51010512413362,1.34369375284532,34
"GOBP_SUPEROXIDE_ANION_GENERATION",0.043604943233196,0.855122943752802,0.498095894700028,1.3427432500672,43
"GOBP_CELL_KILLING",0.0008999100089991,0.366368993091057,0.459091137503058,1.34260154974198,206
"GOBP_AXONEME_ASSEMBLY",0.014502900580116,0.569761029411765,0.47694052044897,1.34102600710349,83
"GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS",0.096295505498025,1,0.567693405896658,1.34016020931156,15
"GOBP_EXCRETION",0.0732802612778118,1,0.520694791414548,1.33955657328608,27
"GOBP_ONE_CARBON_COMPOUND_TRANSPORT",0.092539833280574,1,0.555475530984682,1.33853232377377,17
"GOBP_MOTILE_CILIUM_ASSEMBLY",0.0182145716573259,0.641443332495676,0.478185928334317,1.3374778230023,75
"GOBP_NK_T_CELL_ACTIVATION",0.0944526160958185,1,0.549806285485817,1.33668713473715,18
"GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS",0.0959305366670154,1,0.544047587769836,1.33530647671093,19
"GOBP_LEUKOCYTE_DEGRANULATION",0.0188131692184529,0.641443332495676,0.477474821954433,1.33508099595185,74
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.0114011401140114,0.532674543501611,0.47113716504662,1.33474737178347,95
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",0.0030996900309969,0.42953351661861,0.461623211412513,1.33424314898435,149
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0.0927878092057196,1,0.539860751637313,1.33350102047568,20
"GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",0.0809952897808724,1,0.522623528399524,1.33340634580634,25
"GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT",0.028436968058476,0.72908698029471,0.482608946395028,1.33336056329452,62
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0.0613999595387417,0.958736395921057,0.503550669901934,1.33072937327425,35
